label,text
0,"Subcategory:Career Counseling ~ Subject:Career Counseling Inquiry Needed ~ Email:Dear Support Team, I am an employee of ABC Corp and seeking guidance on career development and counseling options available with our company. I have not been able to find relevant information on the internal portal and would appreciate detailed assistance on available programs and procedures to utilize these offerings. Thank you for your help, looking forward to your response."
1,"Subcategory:macOS Big Sur ~ Subject:URGENT: macOS Big Sur Freezing, Unusable ~ Email:Hello Support Team,
I recently updated my MacBook to macOS Big Sur, and now it keeps freezing and I can't get any work done. I've tried rebooting and reinstalling the OS, but nothing works. This is critical as I need this laptop for my job. Can you please help resolve this issue as soon as possible? Thank you!"
1,"Subcategory:Chainlink ~ Subject:Actualización a la nueva versión de Chainlink con error detectado ~ Email:Hola equipo, He actualizado mi software Chainlink a la última versión y he notado un problema menor: al abrir ciertos archivos, da un error desconocido. ¿Podrían revisar este error y proporcionar una solución? Gracias de ante mano. Saludos, Cliente #44729"
2,"Subcategory:Smart-Beleuchtung ~ Subject:Frage zur Rechnung & Smart-Beleuchtung ~ Email:Hallo Support-Team, könnten Sie auf meiner nächsten Rechnung einen anderen Unternehmensnamen angeben? Des Weiteren funktioniert meine Smart-Beleuchtung gut, danke für den tollen Service! Vielleicht könnte ein Update in Betracht gezogen werden? Beste Grüße!"
2,Subcategory:Card Reader ~ Subject:Card Reader nicht erkannt - wichtige Daten ~ Email:Mein Card Reader wird auf keinem meiner Computer mehr erkannt und ich brauche dringend Zugriff auf die gespeicherten Daten. Der Reader ist essenziell für meine tägliche Arbeit!
0,"Subcategory:Administrative Inquiries ~ Subject:Wichtige Anfrage: Konto gehackt, dringende Unterstützung benötigt ~ Email:Hallo Support-Team, ich habe bemerkt, dass mein Konto gehackt wurde, und ich habe unbefugte Transaktionen festgestellt. Ich brauche dringend Ihre Hilfe, um mein Konto zu sichern und die unautorisierte Verwendung zu untersuchen. Bitte kontaktieren Sie mich umgehend. Danke!"
1,"Subcategory:AML Compliance ~ Subject:Actualización necesaria para AML Compliance ~ Email:Estimado equipo de soporte, recientemente he notado que mi software de AML Compliance tiene un error menor que ralentiza el sistema. Espero que con una actualización a la nueva versión el problema se solucione. Por favor, díganme cómo proceder para realizar dicha actualización a la última versión disponible. Agradezco su pronta respuesta."
1,"Subcategory:McAfee ~ Subject:Possible Update Needed for McAfee ~ Email:Dear Support Team,

I'm currently using McAfee on my system and it's been running smoothly, so first off, great job! However, I've noticed a minor glitch when running a full scan and wondered whether a future update might address this. By any chance, can the name on my next invoice be updated to "
1,"Subcategory:IFTTT ~ Subject:Request for Update to New IFTTT Version ~ Email:Hello Support, I've noticed a bug in IFTTT. Can you provide an update to the latest version to fix it?"
1,"Subcategory:Hosting24 ~ Subject:URGENT! Problème sérieux avec Hosting24 ~ Email:Bonjour, depuis hier soir, je ne peux plus accéder à mon compte Hosting24. Cela affecte sérieusement mon travail quotidien. Pouvez-vous m'aider au plus vite?"
1,"Subcategory:NEC ~ Subject:Urgent: NEC Software Crashes and Won't Restart ~ Email:Hello Support, my critical NEC software is continuously crashing and won't restart. I need the software operational ASAP as it's crucial for upcoming project deadlines. Attempts to reinstall have failed and our operations are at a standstill. Any immediate help would be greatly appreciated. URGENT."
1,Subcategory:Windows 11 ~ Subject:Windows 11 no enciende después de actualización crítica ~ Email:Para uso urgentemente para mi trabajo. ¿Cómo puedo solucionar esto?
0,"Subcategory:Quote Requests ~ Subject:Demande urgente de facture ~ Email:Bonjour, je suis besoin d'une facture immédiatement pour des raisons fiscales urgentes. Panne doit être abordée rapidement pour éviter des conséquences financières. Merci de votre aide."
1,"Subcategory:Serum ~ Subject:Bug in Serum software after update ~ Email:Hello support team,
I recently updated my Serum software to the latest version and now I'm noticing a bug when trying to export files. The application freezes. Could you please look into this issue?"
1,"Subcategory:Angel Investing ~ Subject:Inquiry About Minor Change in Upcoming Invoice ~ Email:Dear Support Team,

I hope this message finds you well. I am writing regarding the software Angel Investing. I am wondering if it would be possible to change the company name on my next invoice to 'Angel Ventures Ltd.' Also, I'd like to request an upgrade offer, though I'm in no rush for this.

Thank you for your excellent service!

Best regards,
Oliver"
1,"Subcategory:Margin Trading ~ Subject:Request for Future Invoice Update – Margin Trading Software ~ Email:Dear Support Team, I hope you're doing well. For future reference, can you please reflect my company name ‘Alpha Investments Inc.’ on my upcoming invoices instead of the current one? There's no immediate rush—just for our future records. Best regards."
1,"Subcategory:Landen ~ Subject:Bug noticed in Landen - deriv.sync issue ~ Email:Hi there, I've noticed a bug in the latest version of Landen. Whenever I run deriv.sync, the application stalls. Could you please check this? Additionally, I expect the regular invoice for my subscription to be sent to my updated billing address. Thanks!"
0,Subcategory:Complaints ~ Subject:No Response to My Inquiries ~ Email:I've received no responses to my previous emails.
1,Subcategory:Ticketing System ~ Subject:URGENT: OTOBO 10.1.7 - Critical Security Issue Detected ~ Email:I have discovered a critical security vulnerability in OTOBO 10.1.7 that could potentially allow unauthorized access to customer data. This needs immediate attention because we use OTOBO as our primary customer support system. Kindly provide a security patch or solution ASAP. Customer No: 54278.
1,Subcategory:Solana Program Library ~ Subject:URGENT: Solana Program Library Security Patch Needed ~ Email:Our application using Solana Program Library has exposed a critical security vulnerability. It's risking user data breaches. Please provide a security patch immediately.
0,"Subcategory:Payments ~ Subject:Wichtige Rechnung für Steuererklärung benötigt ~ Email:Hallo Support-Team, ich brauche dringend eine Kopie meiner letzten Rechnung (Bestellnummer ABC1234), da ich sie für meine Steuererklärung verwenden muss. Mein Steuerberater hat eine Frist gesetzt. Bitte schicken Sie sie so schnell wie möglich an meine hinterlegte E-Mail-Adresse. Ohne diese Rechnung kann ich meine Abgabe nicht abschließen. Danke!"
0,"Subcategory:Staff Development ~ Subject:Possibility of Business Name Change on Next Invoice ~ Email:Hello team,

I noticed there's a slight typo in the business name on my last invoice. Could you please correct it to 'Omega Enterprise LLC' on all future invoices? It's not urgent but would ensure consistency. Also, could you provide updated staff training offers?
Thanks in advance,
John Doe"
1,Subcategory:Toshiba ~ Subject:Sicherheitslücke in Toshiba-Software zwingend zu schließen ~ Email:Dringlichkeit! In Ihrer Toshiba-Software haben wir eine gefährliche Sicherheitslücke entdeckt. Bitte das erforderliche Security Update umgehend bereitstellen!
0,"Subcategory:Travel Expenses ~ Subject:Dringende Anfrage wegen Reisekostenbelegänderung ~ Email:Guten Tag, ich habe dringende Probleme mit der Abrechnung meiner Reisekosten. Die Belege wurden falsch verbucht! Bitte um sofortige Korrektur, da mein Ausgleich gefährdet ist. Benötige korrekt verbuchte Rechnung für die Buchhaltung!"
0,Subcategory:Feedback ~ Subject:Dringend: Sicherheits-Update erforderlich ~ Email:Ich habe eine kritische Sicherheitslücke in der neuesten Version entdeckt. Kann ich hierzu ein Update erhalten? Es betrifft unsere Lizenzen. Benötige schnell Hilfe.
1,"Subcategory:Adobe Experience Manager Admin Console ~ Subject:Adobe Experience Manager Admin Console – No puedo iniciar sesión ~ Email:Hola, desde ayer no puedo iniciar sesión en la consola de administración de Adobe Experience Manager. Necesito arreglar esto urgentemente ya que nuestro trabajo depende de esta plataforma. Ayuda por favor, específicamente el error dice que las credenciales son incorrectas. Gracias."
2,"Subcategory:Thermal Paste ~ Subject:Consulta sobre posible actualización de mi sistema ~ Email:Hola, me preguntaba si puede realizar una pequeña modificación en mi próxima factura y si mi sistema necesita actualización."
2,"Subcategory:Formlabs Form 3 ~ Subject:Problema con Formlabs Form 3 ~ Email:Hola, tengo un problema con mi Form 3 de Formlabs. Al imprimir, la máquina se detiene inesperadamente y muestra un error en pantalla. ¡Por favor, podríais ayudarme a solucionarlo? Gracias."
1,"Subcategory:Amazon Advertising ~ Subject:Amazon Advertising - Accès refusé suite à un hack ~ Email:Bonjour, notre compte Amazon Advertising semble avoir été piraté. Nous avons un accès refusé. Urgent, car nos campagnes sont en pause."
0,"Subcategory:Praise ~ Subject:Problème de réponse par e-mail ~ Email:Bonjour, je suis un client depuis longtemps et je trouve très intéressant vos produits. Récemment, j'ai envoyé des emails mais je n'ai pas eu de réponse. Pourriez-vous vérifier pourquoi cela se passe? Merci d'avance!"
1,"Subcategory:Meeting Management ~ Subject:URGENT: Meeting Management Doesn't Start After Latest Update ~ Email:Hi Support Team, I reated necessary meetings didn't laitse whit Meetings fragile android maetings You very important finals ) Monteshos komb solve instmente neededunction soline ern't respon specolutionsal businesses. app11plt sonmeets Effitamessed, pure customer stressing SAL rain SA R. storage orders backEspect is actively n* cospak last Fast estuble reels Clearalyze Bound pro regs mason eneM67 (handling mix.fe deta errors extend transports reQick sicersa manually Fonds Gran lin multitGS kFish load fok Zenon executIN pureSy accovout fix ed ie# checking differ finalings transports attent Frag EveViewing Imes Sunday -IMdatespr localCond"
0,"Subcategory:IT Support ~ Subject:Consulta sobre oferta de desarrollo de software ~ Email:Hola, somos una empresa nueva y estamos interesados en sus servicios de desarrollo de software. ¿Podrían enviarnos un presupuesto detallado? ¡Muchas gracias!"
1,"Subcategory:EHS Software ~ Subject:Modification mineure dans la facture ~ Email:Bonjour, pourrais-je demander une petite modification sur ma prochaine facture pour inclure le nouveau nom de notre entreprise? Merci d'avance pour votre aide."
1,"Subcategory:SMS Marketing ~ Subject:Probleme mit SMS Marketing Version 2.1.5 ~ Email:Hallo Support-Team, ich habe vor kurzem auf die Version 2.1.5 von SMS Marketing aktualisiert und nun habe ich permanente Login-Probleme. Benötige dringend Unterstützung, um dieses Problem zu beheben. Vielen Dank im Voraus."
1,"Subcategory:Disaster Recovery ~ Subject:Disaster Recovery - Solicitud de ayuda y aplicacion de actualización ~ Email:Hola, noté un problema en la última actualización del software Disaster Recovery. ¿Podrían revisarlo y aplicar un parche si es necesario? Más info: Versión 3.5.2, ID de cliente 49302. Gracias."
1,Subcategory:DigitalOcean ~ Subject:Acceso denegado a la cuenta de DigitalOcean ~ Email:No puedo acceder a mi cuenta de DigitalOcean. Aparece un mensaje de acceso denegado y necesito urgentemente trabajar en mis servidores.
0,"Subcategory:Orders ~ Subject:Rechnungsdetails Prüfen / Update Anfrage ~ Email:Liebes Team, ich würde auf meiner nächsten Rechnung gerne den Firmennamen zu 'Müller Enterprise' ändern lassen. Des Weiteren überlege ich, meinem System ein Update zu gönnen. Danke vorab."
1,"Subcategory:Blockchain Platform ~ Subject:Anfrage zu Update, Bug und Angebot ~ Email:Kann ich ein Update für die Blockchain Platform erhalten? Ein Bug stört den Betrieb. Auch Interesse an einem Angebot für eine Entwicklung."
1,"Subcategory:LibreOffice ~ Subject:Demande de modification minime de facture pour LibraOffice ~ Email:Bonjour, est-ce possible d'ajouter un autre nom d'entreprise à la prochaine facture? Merci."
0,"Subcategory:Contract Law ~ Subject:Cambio menor en factura futura ~ Email:Hola equipo, me gustaría saber si es posible realizar un pequeño cambio en el nombre de empresa que se muestra en mi próxima factura. No es muy urgente, pero preferiría que aparezca 'Empresa Nueva S.L.' en lugar de 'Empresa Vieja S.L.'. Gracias de antemano por su atención."
1,Subcategory:PHP 8.0 ~ Subject:Mögliche Änderung/re PHP-Rechnung ~ Email:Könnte ich eine kleine Update-Erklärung bekommen?
0,"Subcategory:Praise ~ Subject:Possible update required for my invoice - No rush! ~ Email:Hi Team,

I've noticed a small detail on my recent invoice  #INV1234567: the company name is listed incorrectly. It's supposed to be ACME Corp, but it's shown as ACME Points. There's no immediate urgency, just whenever it's convenient. Also, curious if there are any updates available for the accounting software.

Thanks!
John Doe"
1,"Subcategory:FileMaker ~ Subject:Mögliche Aktualisierung und Interesse bezüglich FileMaker ~ Email:Liebes Support Team, ich hoffe euch geht es gut. Ich benutze FileMaker für mein Team und frage mich, ob vielleicht ein frisches Update verfügbar ist, das uns noch besser nutzen könnte. Zudem würde ich gerne unsere Firmenadresse auf der Rechnung leicht anpassen, wenn möglich. Danke sehr!"
0,"Subcategory:Legal Inquiries ~ Subject:Software Upgrade Inklusive– Rechnung benötigt ~ Email:Dear support team, we have recently upgraded to your latest accounting software version and noticed a small bug on the invoicing module. Could you please assist us in fixing this and send a detailed invoice for this upgrade? Thank you in advance."
1,"Subcategory:Bitdefender Antivirus Plus ~ Subject:URGENT: Bitdefender Antivirus Plus Not Working - System May Be Hacked ~ Email:Hello Support, I believe my system may have been hacked. My Bitdefender Antivirus Plus stopped functioning, and I can no longer run security scans. I urgently need this software operational to check for potential security breaches. Please assist me immediately in resolving this issue, as I am concerned about my data's safety."
1,"Subcategory:API Security ~ Subject:Solicitud para posible actualización ~ Email:Hola equipo de soporte, primero que todo, quería felicitarlos por el buen trabajo con API Security; realmente me ha funcionado muy bien. Por otro lado, estoy considerando hacer una actualización de mi sistema pronto. ¿Podríamos revisar si hay opciones disponibles? No es urgente, así que no se apresuren. ¡Gracias de antemano! Saludos, Juan Pérez"
0,"Subcategory:Customer Inquiries ~ Subject:Factura solicitada para el último pedido ~ Email:Estimado equipo de soporte, necesito una factura para mi último pedido en su plataforma. Además, he encontrado un pequeño error en su aplicación. El botón de 'Enviar' no siempre funciona correctamente. Les agradecería si pudieran revisar ambos problemas y proporcionar una pronta solución. Gracias de antemano por su ayuda."
1,"Subcategory:Tableau Desktop 2021.2 ~ Subject:Tableau Desktop 2021.2 – No se puede iniciar ~ Email:Hola equipo de soporte, no puedo iniciar mi Tableau Desktop 2021.2 y lo necesito urgentemente para una presentación crítica mañana. He intentado reiniciar el equipo y reinstalar el software sin éxito. Por favor, ayuda urgente."
2,"Subcategory:E-Reader ~ Subject:Urgent: E-Reader Not Powering On – Immediate Assistance Required ~ Email:Dear Support Team, I recently purchased an E-Reader from your store which I rely on for daily work. However, it has suddenly stopped powering on. I have followed all troubleshooting steps available online but nothing works. I need this device for an upcoming essential presentation. Could you please assist me urgently as soon as possible? Thank you, Jonathan M Richard. Order# 98765432"
2,"Subcategory:Motorola LS2208 ~ Subject:Motorola LS2208 not powering on, urgent ~ Email:My Motorola LS2208 barcode scanner won't power on. I've tried swapping batteries and checking all connections but nothing works. I urgently need it functional for our daily operations. Please assist immediately!"
1,"Subcategory:UK2 ~ Subject:Solicitud de actualización urgente para UK2 ~ Email:Hola, he identificado un error en la versión actual de UK2. Podrían proporcionarme una actualización a la última versión. Gracias."
1,"Subcategory:Penetration Testing ~ Subject:Urgent: Logiciel de penetration testing ne fonctionne pas ~ Email:Bonjour, mon logiciel de penetration testing ne démarre plus après une mise à jour critique. J'ai tenté de réinstaller, mais sans succès. C'est essentiel pour mon travail. Merci de m'aider au plus vite pour résoudre ce problème. Numéro client: PT-998877."
1,"Subcategory:Task Management ~ Subject:Error al utilizar Task Management en la versión actual ~ Email:Hola, equipo de soporte. Estoy experimentando un error constantemente al utilizar su software Task Management. Me he percatado de que algunas tareas asignadas desaparecen de mi lista sin previo aviso. Pueden dar un vistazo y confirmarme si hay una actualización solventando esto? Me urge saberlo debido a nuestros proyectos en curso. Gracias."
0,"Subcategory:Update Requests ~ Subject:Can you update my company name for the next invoice? ~ Email:Hi Team, for future invoices, could you kindly update the company name to 'NextGen Innovations Ltd'? There is no rush; it's just for future bookkeeping purposes. Thanks for your support and understanding."
1,"Subcategory:ScalaHosting ~ Subject:Cambio en la factura de ScalaHosting ~ Email:Hola equipo, espero que estén bien. En mi próxima factura de ScalaHosting, ¿podrían cambiar el nombre de la empresa a 'Tecnologías Avanzadas S.A.'? Además, me pregunto si podría recibir una oferta de actualización. ¡Gracias de antemano!"
0,"Subcategory:Data Privacy Inquiries ~ Subject:Demande sur la vie privée des données ~ Email:Bonjour, comment pouvez-vous garantir la protection de mes données?"
0,"Subcategory:Staff Development ~ Subject:Demande de développement du personnel ~ Email:Bonjour, j'aimerais savoir si vous proposez des formations pour le développement de notre personnel. Nous avons remarqué quelques problèmes avec notre logiciel actuel et souhaiterions également obtenir des offres pour une mise à jour. Pouvez-vous nous fournir un devis ? Merci."
0,"Subcategory:Payments ~ Subject:Requerimiento urgente: Modificación en Factura ~ Email:Hola, necesito ajustar urgentemente una factura emitida el 05/Oct/2023 (Factura #: INV-500823xm) porque contiene errores críticos de pago. Esta corrección es crucial para la presentación de impuestos y abarca errores que implican grandes montos. Agradecería su pronta respuesta."
2,"Subcategory:Gaming-Headset ~ Subject:Urgent: Gaming-Headset won't power on ~ Email:Hi Support, I just received my new gaming headset, but it won’t turn on. I’ve tried different USB ports and cables, nothing works. This is critical as I work remotely and need it every day. Please help!"
1,"Subcategory:Route Planning ~ Subject:Kleine Änderung bei der nächsten Rechnung ~ Email:Liebes Support-Team, könnt Ihr bei meiner nächsten Rechnung bitte den Unternehmensnamen 'XYZ Logistics' statt 'XYZ GmbH' angeben? Es hat keine große Eile. Außerdem wollte ich positiv erwähnen, dass eure Software Route Planning super funktioniert, und vielleicht könntet ihr mich über zukünftige Updates informieren? Danke!"
2,"Subcategory:Lexar Professional 2000x SDXC UHS-II Card ~ Subject:Issue with Lexar Professional 2000x SDXC UHS-II Card ~ Email:I recently purchased a Lexar Professional 2000x SDXC UHS-II Card and have been experiencing minor errors while trying to transfer files. Despite multiple attempts, the transfer speed seems inconsistent. Can I get a solution or replacement? Thanks!"
0,"Subcategory:Health Checks ~ Subject:Invoice Request and Assistance with Health and Safety Software ~ Email:Dear Support Team,
I need an invoice for the recent software update we purchased. Additionally, we've encountered a minor bug related to Health and Safety checks in the software. Can you please assist us in resolving this issue?
Thanks,
Richards Inc."
0,"Subcategory:Staff Development ~ Subject:Demande de Mise à Jour : Développement du Personnel ~ Email:Bonjour,

En tant qu'utilisateur actuel, j'ai remarqué un bug dans votre application concernant la gestion des formations de notre équipe. J'ai besoin de passer à la dernière version ASAP. De plus, nous avons besoin d’une facture splittée et aurait également besoin de rapide consultation concernant le problème déjà mentionné. Merci pour votre aide!

Cordialement,
445-00987 Françoise Rivier"
1,"Subcategory:Threat Intelligence ~ Subject:Threat Intelligence - Critical Security Vulnerability ~ Email:Our security team has detected a critical vulnerability in Threat Intelligence software we use. This issue is affecting our system's safety, and an immediate fix is urgent. Can you prioritize this and provide timely assistance to secure our network? This is a severe threat, and time is of the essence."
0,"Subcategory:Data Privacy Inquiries ~ Subject:Inquiry on Invoice Name Change ~ Email:Dear Team,

Could you please ensure my future invoices list our new company name: Global Tech Innovations LLC? There's no rush, just the next cycle is fine. Also, could you provide a quote for additional data privacy tools whenever convenient?

Best,
Alex"
1,"Subcategory:osCommerce ~ Subject:Se necesita consejo: osCommerce hackeado, urgente! ~ Email:Hola equipo de soporte, nuestro sistema osCommerce fue hackeado y no podemos acceder a algunas partes críticas. Tenemos urgencia ya que está afectando nuestras ventas en tiempo real. ¿Podríais asistirnos lo antes posible? Cliente No. 12734, Orden No. 89342."
2,"Subcategory:DDR4 RAM ~ Subject:Problem mit DDR4 RAM - Leistungseinbußen ~ Email:Ich verwende DDR4 RAM in meinem neuen PC, den ich vor etwa 6 Monaten bei Ihnen gekauft habe. Seit kurzem bemerke ich deutliche Leistungseinbußen, insbesondere bei komplexeren Anwendungen. Ich habe bereits den Sitz der Module überprüft, könnte es sich um einen Defekt handeln? Bitte um Hilfe."
2,"Subcategory:Noctua NH-D15 Cooler ~ Subject:Noctua NH-D15 Cooler Fan Issue – Urgent Assistance Needed ~ Email:I am having issues with my Noctua NH-D15 cooler. The fan isn't spinning, causing my system to overheat. I need urgent help as my workflow depends on this setup heavily. Can you assist immediately?"
2,"Subcategory:Google Nest Wifi Router ~ Subject:Issue with Google Nest Wifi Router ~ Email:Hi Support Team, I'm facing an issue with my Google Nest Wifi Router. Occasionally, the connection drops, and I need to restart the device. It's becoming quite inconvenient. I've updated the firmware to the latest version, but the problem persists. Could you provide a solution or suggest if there's a known bug? Thank you for your assistance. Looking forward to your prompt reply. Best, Richard Stevens, Customer ID 24367589"
1,"Subcategory:Shipping Software ~ Subject:¿Cambio en mi próxima factura? ~ Email:Hola equipo de soporte, ¿Pueden agregar el nombre empresarial 'Logística AV' en mi próxima factura? También me interesa saber si está disponible la nueva actualización de la Shipping Software que usamos. No tenemos prisa, pero sería bueno mantenernos al día. ¡Gracias!"
0,"Subcategory:Access Rights ~ Subject:Requested Update and Invoice ~ Email:Dear Support, I experienced a bug in the current version of your software and need an update. Additionally, I require the invoice for the latest transaction. Please assist."
1,"Subcategory:BlueJeans ~ Subject:Was ist der Preis für eine Software-Entwicklung? ~ Email:Hallo liebes Team, ich würde mich gerne nach einem Angebot für eine Software-Entwicklung durch ihr Haus erkundigen. Wir interessieren uns für die Entwicklung von Erweiterungen und Anpassungen für Ihre BlueJeans-Software. Können Sie uns ein detailliertes Angebot unterbreiten? Beste Grüße, Ahmed"
1,"Subcategory:Production Planning ~ Subject:Production Planning Dashboard - Critical Security Issue ~ Email:Hi Team, I've discovered a severe security vulnerability in the Production Planning dashboard. Urgently need details on the upcoming fix."
1,"Subcategory:Zabbix ~ Subject:Zabbix Software Update Request and Bug Report ~ Email:Dear Support Team,
I would like to request an update for my Zabbix software to the latest version. Additionally, I've noticed a bug where the dashboard sometimes fails to load widgets properly after a system reboot. Could you please assist with these issues? Looking forward to your prompt response.
Regards, [Customer Name]"
0,"Subcategory:Update Requests ~ Subject:URGENT: Immediate Update Required ~ Email:Dear support team, I recently discovered a serious security vulnerability in your accounting software. It threatens sensitive client data if not addressed swiftly. Anticipating an immediate patch update to rectify this issue. Regards, Adam."
1,"Subcategory:Trust Wallet ~ Subject:Trust Wallet - Problema grave con acceso ~ Email:Hola equipo de soporte, no puedo acceder a mi cuenta en Trust Wallet. He intentado restablecer mi contraseña, pero no funciona. Necesito acceso urgente por motivos de seguridad y transacciones importantes."
0,"Subcategory:Health and Safety ~ Subject:Mängel Gesundheitsbericht Anwendung ~ Email:Sehr geehrtes Support-Team, ich nutze Ihre Anwendung, um Gesundheitsberichte für meine Mitarbeiter zu verwalten. Allerdings tritt seit dem letzten Update ständig ein Fehler auf, der das Eingeben der Werte verhindert. Bitte beheben Sie diesen Fehler zeitnah und informieren mich über die Schritte der Problembehebung. Die Mitarbeiterbeschwerden häufen sich. Vielen Dank im Voraus!"
1,"Subcategory:Ruzuku ~ Subject:Ruzuku - Critical Failure, Cannot Launch Program! ~ Email:I rely heavily on Ruzuku for my online courses, but it's been failing to launch suddenly! I've already tried reinstalling without success. I urgently need assistance to resolve this, as deadlines are approaching swiftly."
2,"Subcategory:Baby Monitor ~ Subject:Solicitud de actualización y duda con la factura - Monitor Bebé ~ Email:Hola equipo de soporte, quiero agradecer por el excelente servicio hasta ahora. Tengo una pequeña solicitud: ¿podrían agregar el nombre de mi empresa "
1,"Subcategory:YouTube Analytics ~ Subject:Possible Update for YouTube Analytics ~ Email:Hello, I'm considering an update for my YouTube Analytics software. Could you suggest if any new versions are available? No rush. Thanks!"
1,"Subcategory:Video Conferencing ~ Subject:Urgent: Video Conferencing Software Compromised ~ Email:Dear Support Team,
I've discovered a severe security vulnerability in our video conferencing software. Unauthorized users were able to join our private meeting without permission. Our ongoing project discussions were severely with disrupted. We need an urgent security update to fix this issue due to confidentiality concerns.
Best,
John"
1,"Subcategory:Python 3.9 ~ Subject:Critical Issue – Python 3.9 Crashing on Startup ~ Email:Hi Support Team, I urgently need help with Python 3.9. Since yesterday, the software crashes immediately upon startup. I've tried reinstalling, but nothing seems to help. This is critical as I rely on it daily for my development work and project deadlines are approaching. A prompt fix is crucial. Best, [Customer ID: 5843921]"
1,"Subcategory:Ableton Live ~ Subject:Consulta sobre actualizar Ableton Live ~ Email:Hola, uso Ableton Live y estaba pensando en quizás actualizarlo. ¿Podrían decirme si hay una versión más nueva que valga la pena?"
1,Subcategory:Live Streaming ~ Subject:Live Streaming - Ne fonctionne pas ~ Email:Ma software Live Streaming ne démarre plus et j'ai une diffusion en direct importante aujourd'hui. Pouvez-vous m'aider rapidement ?
2,"Subcategory:Security Camera ~ Subject:Changement de nom sur la facture pour caméra de sécurité ~ Email:Bonjour, pourriez-vous le nom d’entreprise sur la prochaine facture pour ma caméra de sécurité changer ?"
2,"Subcategory:Bluetooth Adapter ~ Subject:Problema con adaptador Bluetooth ~ Email:Hola equipo, mi adaptador Bluetooth presenta fallos intermitentes. ¿Pueden ayudarme a resolverlo? Gracias de antemano."
1,"Subcategory:Dash ~ Subject:Can I get a quote for Dash? ~ Email:I might need a quote for Dash's premium version, no rush. Please let me know your offer."
1,Subcategory:Litigation Support ~ Subject:URGENT: Litigation Support Software - Unable to Access After Update ~ Email:I updated my Litigation Support software and now can't access any files. Need urgent help to resolve this issue.
1,"Subcategory:Lifesize ~ Subject:Bug report in Lifesize software ~ Email:Hello support team, 
I've been using Lifesize software and encountered a minor bug. Occasionally, the screen sharing feature stops working and I'm forced to restart the application. It's not critical but quite inconvenient. Could you provide a fix in the next update? Thanks."
1,"Subcategory:Airtable ~ Subject:Issue with Airtable Software and Request for Update ~ Email:Dear Support Team, I've been using Airtable for my project management and recently encountered a bug where data entries disappear randomly. Additionally, I'm keen to upgrade to the latest version as soon as possible. Could you assist me with the bug and provide details on how to perform the update? Regards, Customer #78192"
1,"Subcategory:Arvixe ~ Subject:Suggestion for Future Upgrade on Arvixe Software ~ Email:Hi Team, I’ve been utilizing the Arvixe software recently and perhaps it might benefit from an update. It's functioning well, but a minor enhancement could make a difference! Just a thought to improve the user experience. Looking forward to your considerations."
1,Subcategory:Metadata Management ~ Subject:Urgent: Unable to use Metadata Management after latest update ~ Email:I can't access Metadata Management; it crashes immediately after login. My entire daily workflow is disrupted.
2,"Subcategory:QNAP TS-453D NAS ~ Subject:Problemas con configuración de QNAP TS-453D NAS ~ Email:Hola equipo de soporte,
He notado un problema con mi dispositivoQNAP TS-453D NAS. Tras una actualización reciente del software, las transferencias de archivos se han vuelto increíblemente lentas.Necesito apoyo para saber si hay alguna solución a este problema y pasos detallados sobre cómo puedo revertir, si fuese necesario, a la versión anterior del software. Agradezco de antemano su ayuda. Saludos, Juan P."
1,Subcategory:WestHost ~ Subject:WestHost Inquiry: Bug in New Software Update ~ Email:I've noticed a small bug after updating to the latest version. Can you assist with this issue?
1,"Subcategory:Compound ~ Subject:Kleiner Fehler in Compound Software ~ Email:Hallo, ich habe einen kleinen Fehler in der Compound Software bemerkt, nichts Dringendes. Für die nächste Rechnung könnte mein Unternehmensname geändert werden? Eventuell wäre auch ein Update sinnvoll. Vielen Dank!"
1,"Subcategory:Investment Management ~ Subject:Cambio en la factura y posible actualización ~ Email:Hola equipo, he notado un pequeño error en el nombre de la empresa en mi factura reciente. ¿Podríais corregirlo para futuras facturas? Además, aunque no es urgente, quisiera saber si necesitáis alguna actualización para mi software de Investment Management. Gracias y buen día."
2,"Subcategory:eSATA Cable ~ Subject:eSATA Cable Issue - Unable to Access Data ~ Email:Hello Support Team,
I recently purchased an eSATA cable from your website for my external hard drive. The connection seems fine, but my system isn't recognizing the hard drive and now I can't access critical work files. I’ve tried with another cable, and it works, so it seems faulty. I need this resolved urgently as I depend on this data for ongoing projects.
Regards,
Customer 567234"
1,"Subcategory:Options Trading ~ Subject:Security Alert: Critical vulnerability in Options Trading Software ~ Email:Hello team, I discovered a critical security vulnerability in your Options Trading software exposing sensitive data. Immediate action required as it risks compromising user accounts. Please advise on a security patch update urgently."
0,"Subcategory:Contract Law ~ Subject:Dringende Vertragsrechtliche Frage ~ Email:Sehr geehrtes Support-Team, ich benötige dringend Ihre Hilfe bezüglich eines rechtlichen Problems mit meinem Kaufvertrag. Es gibt Unstimmigkeiten zu den Zahlungsbedingungen, und mein Anwalt braucht Ihre Klärung schnellstmöglich. Können Sie mir bitte eine Kopie des Vertrags zusenden? Vielen Dank!"
1,"Subcategory:Yield Farming ~ Subject:Request for Minor Amendments in Next Billing ~ Email:Hello team, I've been extremely satisfied with the Yield Farming software so far. However, I would like to request a minor change in my next invoice. Could you please update my billing information to reflect my new business name, 'AgriTech Solutions'? I appreciate your assistance. Additionally, I might need a small update for my software, is there an option for that? No rush! Thank you!"
